"Season","Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"2015","Dallas Keuchel","Astros","8.38","1.98","4.24","0.66","23.7%","5.6%","18.1%",".216","1.02",".269","79.4%","64","72","68","2.48","2.91","-0.43","2.75","2.84","9434"
"1877","Tricky Nichols","Brown Stockings","2.06","1.36","1.51","0.05","","","",".276","1.23",".292","54.9%","101","113","","2.60","2.91","-0.31","","","1009572"
"1976","Nolan Ryan","Angels","10.35","5.79","1.79","0.41","27.4%","15.3%","12.1%",".192","1.32",".270","72.8%","100","85","","3.36","2.91","0.44","","","1011348"
"1914","Jim Shaw","Senators","5.74","4.80","1.20","0.11","","","",".215","1.30",".258","72.0%","99","106","","2.70","2.91","-0.21","","","1011824"
"1914","Max Fiske","Chi-Feds","3.95","2.68","1.47","0.32","","","",".224","1.11",".246","65.8%","104","109","","3.14","2.91","0.23","","","1004102"
"1992","Curt Schilling","Phillies","5.85","2.35","2.49","0.44","16.4%","6.6%","9.8%",".198","0.99",".227","75.4%","67","84","","2.35","2.91","-0.57","","","73"
"1997","Andy Benes","Cardinals","8.90","3.10","2.87","0.46","24.1%","8.4%","15.7%",".225","1.19",".294","74.6%","74","68","","3.10","2.91","0.19","","","1144"
"2011","Matt Cain","Giants","7.27","2.56","2.84","0.37","19.7%","7.0%","12.8%",".212","1.08",".260","70.6%","80","79","98","2.88","2.91","-0.03","3.78","3.77","4732"
"1918","Lee Meadows","Cardinals","2.67","3.05","0.88","0.05","6.9%","7.8%","-1.0%",".272","1.40",".293","62.8%","131","109","","3.59","2.91","0.68","","","1008705"
"1974","Tom Seaver","Mets","7.67","2.86","2.68","0.72","21.0%","7.9%","13.2%",".227","1.16",".274","75.1%","92","82","","3.20","2.91","0.29","","","1011708"
"1965","Bob Shaw","Giants","5.67","2.03","2.79","0.65","15.3%","5.5%","9.8%",".233","1.13",".262","75.0%","75","86","","2.64","2.91","-0.27","","","1011819"
"1886","Charlie Ferguson","Quakers","4.82","1.57","3.07","0.25","","","",".221","0.98",".253","65.0%","62","90","","1.98","2.91","-0.93","","","1003987"
"1956","Connie Johnson","- - -","6.24","3.17","1.97","0.60","16.6%","8.4%","8.2%",".234","1.25",".270","71.1%","88","78","","3.44","2.91","0.53","","","1006438"
"1946","Ken Raffensberger","Phillies","3.35","1.79","1.87","0.46","8.9%","4.8%","4.2%",".261","1.23",".277","67.3%","108","85","","3.63","2.91","0.71","","","1010646"
"1882","John Ward","Grays","2.33","1.17","2.00","0.19","","","",".250","1.07",".264","54.1%","93","108","","2.59","2.92","-0.33","","","1013615"
"1966","Bob Veale","Pirates","7.68","3.42","2.25","0.60","20.6%","9.2%","11.4%",".227","1.23",".277","76.2%","84","84","","3.02","2.92","0.10","","","1013391"
"1968","Earl Wilson","Tigers","6.74","2.61","2.58","0.80","18.5%","7.2%","11.3%",".227","1.15",".262","78.6%","93","90","","2.85","2.92","-0.07","","","1014073"
"1917","Bert Gallia","Senators","3.64","4.03","0.90","0.04","10.0%","11.1%","-1.1%",".257","1.37",".289","68.4%","114","107","","2.99","2.92","0.07","","","1004460"
"1911","Ray Caldwell","Highlanders","5.12","2.79","1.84","0.25","","","",".250","1.25",".289","67.4%","96","92","","3.35","2.92","0.44","","","1001832"
"1884","Jumbo McGinnis","Browns","3.58","0.89","4.03","0.10","","","",".249","1.03",".276","48.9%","86","92","","2.84","2.92","-0.07","","","1008528"
"1882","Jim McCormick","Blues","3.02","1.56","1.94","0.21","","","",".247","1.10",".266","59.8%","84","107","","2.37","2.92","-0.54","","","1008416"
"1977","Steve Rogers","Expos","6.15","2.42","2.54","0.48","16.7%","6.6%","10.1%",".237","1.17",".276","70.3%","81","76","","3.10","2.92","0.19","","","1011138"
"1960","Don Drysdale","Dodgers","8.23","2.41","3.42","0.90","22.7%","6.7%","16.1%",".214","1.06",".257","78.6%","72","77","","2.84","2.92","-0.07","","","1003516"
"1911","Eddie Cicotte","Red Sox","4.34","2.99","1.45","0.08","","","",".276","1.40",".313","62.9%","84","93","","2.82","2.92","-0.09","","","1002236"
"2001","Mike Mussina","Yankees","8.42","1.65","5.10","0.79","23.5%","4.6%","18.9%",".234","1.07",".289","73.2%","72","66","","3.15","2.92","0.23","","","837"
"1972","Mike Caldwell","Padres","5.61","2.69","2.08","0.55","14.3%","6.9%","7.4%",".277","1.42",".315","64.9%","122","92","","4.01","2.92","1.10","","","1001830"
"1947","Al Brazle","Cardinals","4.55","2.57","1.77","0.38","11.9%","6.7%","5.2%",".281","1.39",".313","75.6%","68","72","","2.84","2.92","-0.08","","","1001371"
"1967","Jim McGlothlin","Angels","6.25","2.55","2.45","0.59","17.3%","7.1%","10.2%",".222","1.11",".257","72.8%","95","90","","2.96","2.92","0.05","","","1008532"
"1912","Ray Collins","Red Sox","3.70","1.90","1.95","0.18","","","",".255","1.17",".281","74.2%","77","93","","2.53","2.92","-0.39","","","1002462"
"1972","Rick Wise","Cardinals","4.75","2.38","2.00","0.54","13.0%","6.5%","6.5%",".246","1.19",".272","74.8%","89","87","","3.11","2.92","0.19","","","1014155"
"2015","Jon Lester","Cubs","9.09","2.06","4.40","0.70","25.0%","5.7%","19.3%",".236","1.12",".303","71.8%","85","75","79","3.34","2.92","0.42","3.06","3.19","4930"
"1907","Patsy Flaherty","Doves","1.41","2.45","0.58","0.17","","","",".244","1.18",".250","67.2%","108","114","","2.70","2.92","-0.22","","","1004129"
"1891","John Ewing","Giants","4.61","3.51","1.31","0.07","","","",".238","1.27",".274","66.0%","70","84","","2.27","2.92","-0.65","","","1003882"
"1901","Deacon Phillippe","Pirates","3.13","1.16","2.71","0.21","","","",".247","1.05",".267","66.3%","67","91","","2.22","2.92","-0.70","","","1010287"
"1910","Vic Willis","Cardinals","2.84","2.59","1.10","0.25","","","",".273","1.34",".291","62.3%","111","100","","3.35","2.92","0.43","","","1014042"
"1958","Camilo Pascual","Senators","7.41","3.05","2.43","0.71","19.7%","8.1%","11.6%",".244","1.27",".293","77.8%","82","75","","3.15","2.92","0.23","","","1010039"
"2004","Johan Santana","Twins","10.46","2.13","4.91","0.95","30.1%","6.1%","24.0%",".191","0.92",".250","80.4%","56","67","66","2.61","2.92","-0.32","2.96","2.80","755"
"1912","George McConnell","Highlanders","4.64","2.65","1.75","0.15","","","",".257","1.27",".293","59.9%","79","89","","2.75","2.92","-0.17","","","1008406"
"1892","Ed Stein","Grooms","4.53","3.58","1.27","0.14","","","",".226","1.22",".258","65.1%","90","93","","2.84","2.92","-0.08","","","1012464"
"1971","Pat Dobson","Orioles","5.96","2.01","2.97","0.77","16.5%","5.6%","10.9%",".232","1.10",".261","74.8%","84","82","","2.90","2.92","-0.02","","","1003345"
"1927","Lefty Grove","Athletics","5.97","2.71","2.20","0.21","15.7%","7.1%","8.6%",".245","1.26",".290","66.8%","75","70","","3.19","2.92","0.27","","","1005099"
"1910","Buster Brown","Doves","3.01","3.22","0.94","0.14","","","",".253","1.31",".274","68.7%","82","93","","2.67","2.92","-0.25","","","1001499"
"1916","Bob Groom","Browns","3.81","4.06","0.94","0.04","10.6%","11.2%","-0.7%",".226","1.25",".255","70.5%","93","106","","2.57","2.92","-0.36","","","1005081"
"1883","Jack Lynch","Metropolitans","4.20","0.88","4.76","0.21","","","",".268","1.13",".300","45.4%","121","87","","4.09","2.92","1.17","","","1007864"
"1875","Bill Parks","- - -","0.96","0.56","1.71","0.40","","","",".335","1.48",".336","22.0%","165","115","","4.18","2.92","1.26","","","1010013"
"1889","Jack Stivetts","Browns","6.71","3.19","2.10","0.19","","","",".221","1.15",".273","63.1%","54","72","","2.25","2.92","-0.67","","","1012547"
"1965","Mickey Lolich","Tigers","8.35","2.66","3.14","0.85","22.3%","7.1%","15.2%",".232","1.18",".283","73.6%","98","80","","3.44","2.92","0.51","","","1007712"
"1912","Eddie Cicotte","- - -","4.09","2.36","1.73","0.14","","","",".280","1.36",".314","65.1%","108","94","","3.50","2.92","0.58","","","1002236"
"1972","Marty Pattin","Red Sox","5.98","2.31","2.58","0.68","16.1%","6.2%","9.9%",".239","1.17",".271","73.0%","99","86","","3.24","2.92","0.31","","","1010074"
"1942","Virgil Trucks","Tigers","4.88","3.97","1.23","0.16","12.6%","10.3%","2.4%",".228","1.32",".261","72.7%","70","79","","2.74","2.92","-0.19","","","1013203"
"2004","Jason Schmidt","Giants","10.04","3.08","3.26","0.72","27.7%","8.5%","19.2%",".200","1.08",".263","73.3%","75","68","73","3.20","2.92","0.28","3.24","3.28","1131"
"1916","Erv Kantlehner","- - -","2.72","3.20","0.85","0.05","7.1%","8.4%","-1.3%",".243","1.29",".263","66.2%","127","112","","3.30","2.92","0.38","","","1006694"
"1941","Dutch Leonard","Senators","3.20","1.90","1.69","0.21","8.5%","5.0%","3.5%",".267","1.27",".288","66.0%","85","75","","3.45","2.92","0.52","","","1007533"
"1914","Pol Perritt","Cardinals","3.62","2.93","1.24","0.22","","","",".235","1.19",".258","72.2%","85","104","","2.36","2.93","-0.57","","","1010206"
"1888","Jersey Bakely","Blues","3.58","2.16","1.66","0.24","","","",".256","1.21",".281","51.9%","98","103","","2.97","2.93","0.05","","","1000440"
"1888","Kid Madden","Beaneaters","2.89","1.31","2.21","0.33","","","",".234","1.01",".248","60.8%","99","101","","2.95","2.93","0.02","","","1007942"
"1905","Bob Rhoads","Naps","2.34","2.11","1.11","0.15","","","",".248","1.17",".263","67.5%","109","115","","2.83","2.93","-0.09","","","1010881"
"1913","Larry Cheney","Cubs","4.01","2.89","1.39","0.21","","","",".240","1.21",".267","70.8%","81","96","","2.57","2.93","-0.36","","","1002176"
"1915","Bunny Hearn","Rebels","2.51","1.90","1.32","0.31","","","",".274","1.28",".289","69.9%","113","102","","3.38","2.93","0.45","","","1005551"
"1903","Bob Wicker","- - -","4.04","2.75","1.47","0.11","","","",".252","1.26",".284","64.9%","93","92","","2.96","2.93","0.04","","","1013916"
"1913","Hooks Dauss","Tigers","4.28","3.28","1.30","0.16","","","",".229","1.20",".259","65.6%","83","101","","2.48","2.93","-0.45","","","1003011"
"1915","Rube Foster","Red Sox","2.89","3.03","0.95","0.11","","","",".232","1.19",".251","74.5%","74","105","","2.11","2.93","-0.81","","","1004259"
"1993","Jose Rijo","Reds","7.94","2.17","3.66","0.66","22.1%","6.0%","16.0%",".226","1.09",".277","80.7%","61","70","","2.48","2.93","-0.45","","","349"
"1913","Joe Bush","Athletics","3.64","2.97","1.23","0.13","","","",".260","1.32",".288","65.0%","135","103","","3.82","2.93","0.89","","","1001754"
"1981","Dennis Lamp","White Sox","5.03","3.05","1.65","0.28","13.8%","8.4%","5.5%",".219","1.15",".251","75.0%","66","79","","2.41","2.93","-0.52","","","1007284"
"1917","Howard Ehmke","Tigers","3.93","3.84","1.02","0.13","11.1%","10.9%","0.3%",".243","1.27",".275","69.6%","111","105","","2.97","2.93","0.04","","","1003707"
"1873","","Marylands","0.00","0.00","0.00","0.00","","","",".415","2.00",".415","-33.3%","95","93","","3.00","2.93","0.07","","","1008469"
"1873","Frank Selman","Marylands","0.00","0.00","0.00","0.00","","","",".453","2.33",".453","-23.8%","253","93","","8.00","2.93","5.07","","","1011738"
"1882","Tim Keefe","Trojans","2.78","1.94","1.43","0.10","","","",".258","1.20",".279","51.4%","88","106","","2.50","2.93","-0.44","","","1006743"
"1888","John Clarkson","Beaneaters","4.15","2.22","1.87","0.32","","","",".247","1.17",".274","61.1%","92","94","","2.76","2.93","-0.18","","","1002293"
"1988","Mark Gubicza","Royals","6.11","2.77","2.20","0.37","16.5%","7.5%","9.0%",".232","1.19",".273","74.7%","68","78","","2.70","2.93","-0.23","","","1005115"
"1968","Camilo Pascual","Senators","4.97","2.64","1.88","0.49","13.4%","7.1%","6.3%",".236","1.19",".264","75.2%","93","96","","2.69","2.93","-0.25","","","1010039"
"1914","Ed Willett","Terriers","3.75","2.88","1.30","0.26","","","",".297","1.51",".326","64.8%","128","102","","4.22","2.93","1.28","","","1013966"
"1976","Steve Carlton","Phillies","6.95","2.56","2.71","0.68","18.9%","7.0%","11.9%",".234","1.17",".276","75.1%","87","82","","3.13","2.93","0.20","","","1001964"
"1913","Gene Packard","Reds","3.45","3.02","1.14","0.09","","","",".279","1.43",".307","66.0%","93","97","","2.97","2.93","0.04","","","1009939"
"1966","Tommy John","White Sox","5.57","2.30","2.42","0.52","15.3%","6.3%","9.0%",".232","1.13",".264","76.0%","82","87","","2.62","2.93","-0.31","","","1006515"
"1944","Harry Brecheen","Cardinals","4.18","2.19","1.91","0.38","11.4%","5.9%","5.4%",".240","1.16",".264","73.7%","79","81","","2.85","2.94","-0.08","","","1001375"
"1969","Gaylord Perry","Giants","6.45","2.52","2.56","0.64","17.3%","6.8%","10.6%",".233","1.17",".271","77.0%","70","87","","2.49","2.94","-0.45","","","1010210"
"1978","Mike Caldwell","Brewers","4.02","1.66","2.43","0.43","11.1%","4.6%","6.6%",".231","1.06",".252","76.5%","63","79","","2.36","2.94","-0.57","","","1001830"
"1892","Kid Nichols","Beaneaters","3.72","2.40","1.55","0.30","","","",".240","1.16",".263","63.0%","83","88","","2.84","2.94","-0.10","","","1009564"
"1915","Bernie Boland","Tigers","3.20","3.33","0.96","0.09","","","",".226","1.19",".248","66.1%","103","99","","3.11","2.94","0.17","","","1001137"
"1900","Ned Garvin","Orphans","3.91","2.30","1.70","0.15","","","",".245","1.17",".273","59.9%","67","87","","2.41","2.94","-0.53","","","1004559"
"1957","Harvey Haddix","Phillies","7.17","2.06","3.49","0.95","18.9%","5.4%","13.5%",".259","1.26",".300","69.2%","106","78","","4.06","2.94","1.12","","","1005184"
"1981","Mario Soto","Reds","7.77","3.14","2.48","0.67","21.1%","8.5%","12.6%",".217","1.16",".264","73.0%","93","85","","3.29","2.94","0.35","","","1012289"
"1966","Don Drysdale","Dodgers","5.82","1.48","3.93","0.69","15.6%","4.0%","11.6%",".260","1.18",".295","72.9%","104","93","","3.42","2.94","0.48","","","1003516"
"1881","The Only Nolan","Blues","2.70","1.90","1.42","0.15","","","",".265","1.23",".284","50.7%","114","110","","3.05","2.94","0.11","","","1009618"
"1987","Dwight Gooden","Mets","7.41","2.65","2.79","0.55","20.3%","7.3%","13.0%",".240","1.20",".293","73.9%","83","74","","3.21","2.94","0.27","","","1004852"
"1908","Jim Pastorius","Superbas","2.27","3.12","0.73","0.21","","","",".221","1.15",".232","66.9%","109","129","","2.44","2.94","-0.50","","","1010049"
"1899","Ned Garvin","Orphans","3.12","1.90","1.64","0.05","","","",".265","1.23",".290","60.9%","75","82","","2.85","2.94","-0.09","","","1004559"
"1885","Pud Galvin","- - -","2.90","1.06","2.73","0.24","","","",".301","1.33",".323","47.4%","135","96","","3.99","2.94","1.05","","","1004469"
"1892","Ben Sanders","Colonels","2.58","2.08","1.24","0.20","","","",".271","1.28",".288","57.7%","102","93","","3.22","2.94","0.28","","","1011413"
"1980","Rudy May","Yankees","6.83","2.00","3.41","0.72","19.3%","5.7%","13.6%",".221","1.04",".258","77.7%","63","74","","2.46","2.94","-0.48","","","1008310"
"1997","Kevin Brown","Marlins","7.77","2.50","3.11","0.38","21.0%","6.8%","14.2%",".239","1.18",".300","77.5%","67","70","","2.69","2.94","-0.25","","","642"
"1977","Tom Seaver","- - -","6.75","2.27","2.97","0.65","19.0%","6.4%","12.6%",".206","1.01",".240","78.4%","67","75","","2.58","2.94","-0.36","","","1011708"
"1902","Doc Newton","Superbas","3.64","2.96","1.23","0.07","","","",".218","1.12",".244","69.4%","86","104","","2.42","2.94","-0.52","","","1009550"
"2014","Stephen Strasburg","Nationals","10.13","1.80","5.63","0.96","27.9%","5.0%","22.9%",".241","1.12",".315","74.8%","85","80","69","3.14","2.94","0.20","2.56","2.64","10131"
"1918","Vean Gregg","Athletics","2.84","3.03","0.94","0.18","7.7%","8.2%","-0.5%",".243","1.24",".261","67.8%","110","102","","3.12","2.94","0.17","","","1005022"
"1890","George Meakim","Colonels","5.77","2.95","1.95","0.19","","","",".242","1.23",".288","60.4%","78","88","","2.91","2.94","-0.04","","","1008709"
"1923","Dolf Luque","Reds","4.22","2.46","1.72","0.06","11.6%","6.8%","4.8%",".231","1.14",".263","76.4%","50","77","","1.93","2.94","-1.01","","","1007843"
"2018","Carlos Carrasco","Indians","10.83","2.02","5.37","0.98","29.5%","5.5%","24.0%",".235","1.13",".315","74.8%","76","70","69","3.38","2.94","0.43","2.90","3.03","6632"
"1943","Wally Hebert","Pirates","2.01","2.20","0.91","0.15","5.2%","5.7%","-0.5%",".267","1.32",".280","70.5%","86","87","","2.98","2.94","0.04","","","1005570"
"1943","Hi Bithorn","Cubs","3.10","2.34","1.32","0.29","8.4%","6.4%","2.1%",".238","1.17",".255","76.0%","79","91","","2.60","2.94","-0.35","","","1000998"
"1878","Tom Healey","- - -","1.59","1.59","1.00","0.16","","","",".282","1.28",".292","54.9%","111","137","","2.39","2.94","-0.55","","","1005544"
"1992","Tom Glavine","Braves","5.16","2.80","1.84","0.24","14.0%","7.6%","6.4%",".233","1.19",".268","72.1%","77","82","","2.76","2.94","-0.18","","","90"
"1949","Mike Garcia","Indians","4.82","3.07","1.57","0.31","13.1%","8.4%","4.7%",".235","1.22",".266","79.5%","59","74","","2.36","2.94","-0.59","","","1004505"
"1888","Harry Staley","Alleghenys","3.86","2.30","1.68","0.26","","","",".240","1.15",".265","59.6%","104","110","","2.69","2.94","-0.25","","","1012389"
"2012","Justin Verlander","Tigers","9.03","2.27","3.98","0.72","25.0%","6.3%","18.7%",".215","1.06",".273","76.4%","63","70","80","2.64","2.94","-0.30","3.31","3.33","8700"
"1942","Red Ruffing","Yankees","3.72","1.91","1.95","0.46","10.2%","5.2%","5.0%",".247","1.16",".266","72.8%","90","86","","3.21","2.94","0.26","","","1011296"
"1946","Bill Bevens","Yankees","4.33","2.81","1.54","0.40","11.8%","7.7%","4.1%",".228","1.17",".251","79.2%","63","85","","2.23","2.94","-0.71","","","1000937"
"1988","Frank Viola","Twins","6.80","1.90","3.57","0.70","18.7%","5.2%","13.5%",".242","1.14",".284","80.4%","64","75","","2.64","2.95","-0.30","","","1013435"
"2018","Blake Snell","Rays","11.01","3.19","3.45","0.80","31.6%","9.1%","22.4%",".176","0.97",".241","88.0%","46","72","75","1.89","2.95","-1.05","3.16","3.30","13543"
"1903","Vic Willis","Beaneaters","4.05","2.85","1.42","0.10","","","",".246","1.24",".277","66.6%","92","93","","2.98","2.95","0.03","","","1014042"
"1964","Sam McDowell","Indians","9.19","5.19","1.77","0.42","23.3%","13.2%","10.1%",".225","1.43",".297","79.7%","75","78","","2.70","2.95","-0.25","","","1008476"
"1915","Pete Schneider","Reds","3.53","3.40","1.04","0.13","","","",".246","1.30",".272","71.0%","89","107","","2.48","2.95","-0.46","","","1011597"
"1919","Rollie Naylor","Athletics","2.99","2.81","1.06","0.09","8.3%","7.8%","0.5%",".280","1.34",".305","61.4%","102","91","","3.34","2.95","0.40","","","1009470"
"1946","Hank Borowy","Cubs","4.25","2.73","1.56","0.40","10.8%","6.9%","3.9%",".269","1.40",".295","69.0%","114","87","","3.76","2.95","0.81","","","1001208"
"2005","Pedro Martinez","Mets","8.63","1.95","4.43","0.79","24.7%","5.6%","19.1%",".201","0.95",".248","76.9%","68","70","80","2.82","2.95","-0.13","3.42","3.21","200"
"1914","Rankin Johnson","- - -","3.45","2.59","1.33","0.29","","","",".225","1.11",".245","74.9%","81","111","","2.26","2.95","-0.69","","","1006492"
"1906","Chick Fraser","Reds","2.21","3.05","0.73","0.04","","","",".249","1.28",".266","70.6%","96","106","","2.67","2.95","-0.28","","","1004305"
